26.139 39.9125 1
26.111 39.9267 1
26.111 39.772 0
26.111 39.776 1
26.05 39.7757 0
26.039 39.8107 0
26.011 39.8613 1
26.0 39.824 1
25.972 39.9587 0
25.939 39.94 1
25.911 39.9813 1
25.928 40.3587 0
25.878 40.9107 1
25.85 41.1987 1
25.85 41.88 1
25.828 43.2213 0
25.8 43.3653 0
25.789 42.744 1
25.761 42.216 0
25.728 41.976 0
25.728 41.52 0
25.689 41.3253 0
25.672 40.8667 0
25.622 40.9813 1
25.628 41.4107 0
25.6 41.992 0
25.622 43.1973 1
25.589 43.8213 0
25.561 44.3893 0
25.528 44.68 1
25.522 44.64 0
25.478 44.8213 0
25.45 44.7493 1
25.45 44.5867 0
25.478 44.3227 1
25.528 44.4693 1
25.578 44.0507 1
25.6 43.6827 0
25.628 43.8027 1
25.628 43.624 0
25.65 43.136 0
25.661 43.2 1
25.672 42.8533 0
25.689 42.7333 1
25.722 42.6853 1
25.722 42.1973 0
25.761 41.9947 0
25.761 41.7573 0
25.761 41.3467 0
25.8 41.432 0
25.8 41.0427 0
25.8 41.0133 0
25.811 41.152 1
25.828 41.152 0
25.828 41.0427 0
25.828 40.9627 1
25.839 40.708 0
25.839 40.6213 1
25.85 40.712 0
25.828 40.6547 0
25.828 40.672 1
25.85 40.676 0
25.9 40.488 0
25.872 40.3333 0
25.9 40.4413 1
25.9 40.4253 1
25.911 40.372 1
25.928 40.3133 0
25.928 40.312 0
25.972 40.3413 0
25.978 40.376 0
26.0 40.372 0
26.0 40.4253 0
26.022 40.48 0
26.022 40.4373 0
26.072 40.448 0
26.072 40.44 1
26.122 40.4507 1
26.15 40.348 0
26.178 40.508 0
26.189 40.556 1
26.222 40.6867 0
26.239 40.7867 1
26.272 40.868 0
26.272 40.9867 0
26.25 40.9 0
26.272 40.6547 1
26.278 40.2733 1
26.311 40.172 1
26.322 40.1813 1
26.322 40.22 0
26.339 40.3733 0
26.35 40.4653 0
26.361 40.832 0
26.378 41.0307 0
26.378 41.836 0
26.378 42.432 0
26.389 43.0747 0
26.389 42.1147 0
26.389 42.1467 0
26.422 42.4773 1
26.422 44.2933 0
26.4 43.0907 0
26.422 43.2027 0
26.4 43.0427 0
26.428 42.8373 1
26.428 43.0427 1
26.428 43.7227 0
26.45 43.672 1
26.4 43.4987 0
26.35 43.064 0
26.322 42.0827 1
26.35 41.124 0
26.278 40.4133 1
26.289 39.9333 0
26.272 39.2667 1
26.239 38.8173 1
26.239 38.384 1
26.189 37.8173 1
26.189 37.912 0
26.178 39.0733 0
26.178 40.848 0
26.15 42.32 1
26.15 43.6133 1
26.139 44.5493 0
26.122 45.2853 1
26.122 45.816 0
26.111 46.2747 0
26.1 46.184 1
26.078 46.9147 0
26.078 47.2987 1
26.078 47.3067 0
26.1 45.8533 1
26.122 45.2 0
26.139 44.824 1
26.15 44.8347 0
26.172 45.8827 1
26.178 46.352 1
26.172 46.5333 0
26.178 45.9653 0
26.178 45.736 1
26.15 44.936 1
26.15 44.2427 0
26.172 43.3253 1
26.172 41.4853 0
26.15 41.104 0
26.178 40.976 0
26.15 40.896 0
26.15 40.816 0
26.139 40.7413 1
26.139 40.7107 1
26.122 40.66 1
26.15 40.596 0
26.139 40.5893 1
26.139 40.5733 0
26.122 40.592 1
26.139 40.64 1
26.111 40.656 1
26.122 40.68 0
26.1 40.712 0
26.111 40.748 0
26.111 40.848 1
26.122 40.92 0
26.111 41.0053 1
26.1 41.048 0
26.111 41.1387 0
26.1 41.2027 1
26.1 41.232 0
26.1 41.288 1
26.078 41.392 1
26.1 41.408 1
26.078 41.4213 1
26.072 41.4347 1
26.072 41.4213 1
26.072 41.4053 1
26.078 41.4933 0
26.05 41.5413 0
26.072 41.528 1
26.072 41.6453 0
26.022 42 0
26.011 42.088 0
25.978 42.2347 0
25.978 42.3227 1
25.972 42.3813 1
25.95 42.3973 0
25.95 42.5067 0
25.939 42.5867 1
25.972 42.4907 1
25.972 42.464 0
25.978 42.416 0
26.0 42.456 1
26.072 42.48 1
26.022 42.472 1
26.078 42.4933 1
26.078 42.4773 0
26.1 42.5067 0
26.122 42.6213 1
26.122 42.7093 0
26.15 42.8053 0
26.15 42.9707 0
26.172 43.1547 0
26.15 43.4373 1
26.15 43.832 0
26.172 44.224 0
26.15 44.7093 0
26.15 45.1173 0
26.211 45.64 1
26.189 45.9973 0
26.211 46.184 0
26.239 46.3813 1
26.25 46.4987 1
26.25 46.5173 0
26.272 46.568 1
26.278 46.6747 1
26.311 46.8347 0
26.311 47.0907 0
26.289 47.3227 0
26.35 47.6053 0
26.322 47.9627 0
26.35 48.2773 0
26.361 48.56 1
26.35 48.728 1
26.35 48.912 0
26.339 49.1013 1
26.35 49.1893 1
26.389 49.1973 0
26.35 49.232 1
26.361 48.9893 0
26.378 48.9707 1
26.361 48.984 0
26.361 48.9733 0
26.378 48.6373 1
26.361 48.3307 1
26.361 48.1013 1
26.361 47.92 0
26.378 47.344 1
26.361 47.6373 1
26.35 47.6213 0
26.361 46.968 1
26.35 47.0987 0
26.361 46.7173 1
26.35 46.272 1
26.361 46.168 1
26.361 46.3547 0
26.35 46.104 0
26.339 46.0133 0
26.35 45.912 0
26.35 45.768 0
26.35 45.464 0
26.35 45.2187 1
26.339 45.2693 0
26.322 45.128 0
26.35 44.968 1
26.339 44.9173 1
26.339 44.7147 1
26.322 44.6827 0
26.322 44.5253 0
26.322 44.4773 0
26.339 44.4373 1
26.311 44.3653 0
26.311 44.3253 0
26.322 44.3147 0
26.322 44.288 0
26.272 44.28 0
26.25 44.2827 0
26.239 44.28 1
26.178 44.2827 0
26.178 44.2853 0
26.15 44.2827 1
26.15 44.272 1
26.122 44.2267 0
26.111 44.2427 0
26.122 44.3253 0
26.072 44.424 1
26.05 44.4693 1
26.1 44.488 0
26.122 44.456 0
26.122 44.3947 1
26.139 44.36 0
26.122 44.1733 1
26.15 44.0053 0
26.139 43.832 0
26.122 43.7387 0
26.122 43.7333 0
26.139 43.752 0
26.139 43.7707 0
26.139 43.816 1
26.139 43.92 0
26.139 43.9893 0
26.122 44.1227 0
26.122 44.176 1
26.111 44.2853 1
26.111 44.376 0
26.078 44.3093 1
26.1 44.3813 0
26.078 44.6533 1
26.078 44.784 0
26.039 45.088 0
26.05 45.4507 0
26.039 45.856 1
26.039 46.1733 1
26.011 46.496 1
26.022 46.6933 0
26.0 46.4853 0
26.0 45.9813 1
25.978 45.6027 1
25.95 45.3867 1
25.972 45.064 1
25.972 45.0853 1
25.95 45.3173 0
25.928 45.5573 0
25.911 45.768 0
25.911 45.976 0
25.9 46.352 0
25.878 46.9973 1
25.85 47.552 0
25.9 48.128 1
25.878 48.5227 0
25.872 48.7547 0
25.872 48.968 0
25.85 49.0773 1
25.839 49.2347 0
25.811 49.3653 0
25.772 49.088 1
25.772 48.6773 0
25.75 48.3333 0
25.728 48.1173 0
25.722 48 1
25.7 47.8933 1
